timestamp_iso,unix_time,value
2025-10-03T10:35:07.298129,1759487707.298129,4.48199989477871e-06
2025-10-03T10:35:07.388283,1759487707.388283,2.6289999368600547e-06
2025-10-03T10:35:07.478428,1759487707.478428,7.166999239416327e-06
2025-10-03T10:35:07.568610,1759487707.568610,5.333000444807112e-06
2025-10-03T10:35:07.658769,1759487707.658769,2.7030000637751073e-06
2025-10-03T10:35:07.748914,1759487707.748914,4.0919994717114605e-06
2025-10-03T10:35:07.839199,1759487707.839199,1.32589993881993e-05
2025-10-03T10:35:07.929459,1759487707.929459,5.72199951420771e-06
2025-10-03T10:35:08.019634,1759487708.019634,7.74100044509396e-06
2025-10-03T10:35:08.109839,1759487708.109839,7.926000762381591e-06
2025-10-03T10:35:08.200021,1759487708.200021,
2025-10-03T10:35:10.290192,1759487710.290192,6.57399959891336e-06
2025-10-03T10:35:10.380365,1759487710.380365,2.407000465609599e-06
2025-10-03T10:35:10.470516,1759487710.470516,3.5740004022954963e-06
2025-10-03T10:35:10.560681,1759487710.560681,5.333000444807112e-06
2025-10-03T10:35:10.650859,1759487710.650859,2.389000655966811e-06
2025-10-03T10:35:10.741435,1759487710.741435,1.2425000022631139e-05
2025-10-03T10:35:10.831783,1759487710.831783,6.481000127678271e-06
2025-10-03T10:35:10.921960,1759487710.921960,7.554999683634378e-06
2025-10-03T10:35:11.012142,1759487711.012142,5.722000423702411e-06
2025-10-03T10:35:11.102313,1759487711.102313,3.907999598595779e-06
2025-10-03T10:35:11.192477,1759487711.192477,4.630000148608815e-06
2025-10-03T10:35:11.282644,1759487711.282644,5.167000381334219e-06
2025-10-03T10:35:11.372825,1759487711.372825,
2025-10-03T10:35:13.462990,1759487713.462990,0.9847087039997859
2025-10-03T10:35:14.537875,1759487714.537875,6.518000191135798e-06
2025-10-03T10:35:14.631928,1759487714.631928,1.0463000762683805e-05
2025-10-03T10:35:14.722292,1759487714.722292,7.74000000092201e-06
2025-10-03T10:35:14.812580,1759487714.812580,0.901853793000555
2025-10-03T10:35:15.804645,1759487715.804645,3.518000085023232e-06
2025-10-03T10:35:15.894805,1759487715.894805,3.778000063903164e-06
2025-10-03T10:35:15.984963,1759487715.984963,5.3509993449551985e-06
2025-10-03T10:35:16.075128,1759487716.075128,4.055000317748636e-06
2025-10-03T10:35:16.165283,1759487716.165283,3.3699998311931267e-06
2025-10-03T10:35:16.255434,1759487716.255434,3.4630002119229175e-06
2025-10-03T10:35:16.345587,1759487716.345587,5.277999662212096e-06
2025-10-03T10:35:16.435919,1759487716.435919,9.295999916503206e-06
2025-10-03T10:35:16.526182,1759487716.526182,5.851999958395027e-06
2025-10-03T10:35:16.616357,1759487716.616357,3.389000085007865e-06
2025-10-03T10:35:16.706527,1759487716.706527,6.7219998527434655e-06
2025-10-03T10:35:16.796713,1759487716.796713,
2025-10-03T10:35:18.886870,1759487718.886870,
2025-10-03T10:35:20.977040,1759487720.977040,
2025-10-03T10:35:23.067223,1759487723.067223,
2025-10-03T10:35:25.157498,1759487725.157498,
2025-10-03T10:35:27.247805,1759487727.247805,
2025-10-03T10:35:29.338110,1759487729.338110,0.16717534199960937
2025-10-03T10:35:29.595525,1759487729.595525,0.01088943200011272
2025-10-03T10:35:29.696576,1759487729.696576,0.01011420399936469
2025-10-03T10:35:29.796838,1759487729.796838,0.009636525000132679
2025-10-03T10:35:29.896622,1759487729.896622,0.009477435000007972
2025-10-03T10:35:29.996258,1759487729.996258,0.009351529000014125
2025-10-03T10:35:30.095766,1759487730.095766,0.009362381999380887
2025-10-03T10:35:30.195284,1759487730.195284,0.009329918999355868
2025-10-03T10:35:30.294791,1759487730.294791,0.009203642000102263
2025-10-03T10:35:30.394212,1759487730.394212,0.009242215999620385
2025-10-03T10:35:30.493764,1759487730.493764,0.00912632899962773
2025-10-03T10:35:30.593147,1759487730.593147,0.009262753000257362
2025-10-03T10:35:30.692575,1759487730.692575,0.009308029999374412
2025-10-03T10:35:30.792039,1759487730.792039,0.009310696999818902
2025-10-03T10:35:30.891496,1759487730.891496,0.009337863000837388
2025-10-03T10:35:30.990986,1759487730.990986,0.009326917999715079
2025-10-03T10:35:31.090471,1759487731.090471,0.009324399999968591
2025-10-03T10:35:31.189959,1759487731.189959,0.009284326999477344
2025-10-03T10:35:31.289410,1759487731.289410,0.009396250999998301
2025-10-03T10:35:31.388976,1759487731.388976,0.009461323999857996
